(0.495, 0.4691358024691358, 0.076)
(0.485, 0.42105263157894735, 0.08)
(0.51, 0.5490196078431373, 0.112)
(0.494, 0.47058823529411764, 0.096)
(0.497, 0.48148148148148145, 0.078)
(0.516, 0.5677966101694916, 0.134)
(0.491, 0.4536082474226804, 0.088)
(0.496, 0.4777777777777778, 0.086)
(0.496, 0.4846153846153846, 0.126)
(0.495, 0.48031496062992124, 0.122)
(0.505, 0.5373134328358209, 0.072)
(0.504, 0.5256410256410257, 0.082)
(0.495, 0.47619047619047616, 0.1)
(0.502, 0.5068493150684932, 0.148)
(0.506, 0.5163043478260869, 0.19)
(0.535, 0.579185520361991, 0.256)
(0.528, 0.5666666666666667, 0.238)
(0.523, 0.5534883720930233, 0.238)
(0.531, 0.5654008438818565, 0.268)
(0.544, 0.5887096774193549, 0.292)
(0.529, 0.5596707818930041, 0.272)
(0.543, 0.5990783410138248, 0.26)
(0.54, 0.5862068965517241, 0.272)
(0.537, 0.5787234042553191, 0.272)
(0.516, 0.536697247706422, 0.234)
(0.528, 0.5564516129032258, 0.276)
(0.538, 0.5811965811965812, 0.272)
(0.526, 0.5550847457627118, 0.262)
(0.549, 0.5938697318007663, 0.31)
(0.52, 0.5375939849624061, 0.286)
(0.506, 0.5135135135135135, 0.228)
(0.524, 0.5441176470588235, 0.296)
(0.5, 0.5, 0.102)
(0.506, 0.5333333333333333, 0.096)
(0.504, 0.5227272727272727, 0.092)
(0.49, 0.44047619047619047, 0.074)
(0.505, 0.5069252077562327, 0.366)
(0.504, 0.5204081632653061, 0.102)
(0.494, 0.47, 0.094)
(0.488, 0.4696969696969697, 0.186)
(0.496, 0.4928571428571429, 0.276)
(0.507, 0.51440329218107, 0.25)
(0.492, 0.4844961240310077, 0.25)
(0.503, 0.5039787798408488, 0.38)
(0.509, 0.5115089514066496, 0.4)
(0.525, 0.530562347188264, 0.434)
(0.513, 0.5140388768898488, 0.476)
(0.501, 0.5011037527593819, 0.454)
(0.501, 0.5009671179883946, 0.518)
(0.512, 0.5132743362831859, 0.464)
(0.509, 0.5088062622309197, 0.52)
(0.513, 0.5121495327102804, 0.548)
(0.515, 0.5141776937618148, 0.544)
(0.497, 0.49745331069609505, 0.586)
(0.503, 0.5028571428571429, 0.528)
(0.514, 0.5127272727272727, 0.564)
(0.515, 0.5124378109452736, 0.618)
(0.517, 0.5135566188197768, 0.644)
(0.505, 0.5041736227045075, 0.604)
(0.521, 0.5175879396984925, 0.618)
(0.532, 0.5249221183800623, 0.674)
(0.525, 0.522202486678508, 0.588)
(0.532, 0.5264900662251656, 0.636)
(0.522, 0.5177419354838709, 0.642)
(0.541, 0.5339966832504146, 0.644)
(0.539, 0.5312, 0.664)
(0.531, 0.5233082706766917, 0.696)
(0.541, 0.529839883551674, 0.728)
(0.526, 0.5200617283950617, 0.674)
(0.553, 0.5336721728081322, 0.84)
(0.552, 0.5329113924050632, 0.842)
(0.554, 0.533498759305211, 0.86)
(0.56, 0.5374064837905237, 0.862)
(0.551, 0.5315985130111525, 0.858)
(0.568, 0.5416666666666666, 0.884)
(0.555, 0.5336597307221542, 0.872)
(0.563, 0.5386503067484663, 0.878)
(0.56, 0.5368550368550369, 0.874)
(0.562, 0.5378048780487805, 0.882)
(0.563, 0.5381818181818182, 0.888)
(0.565, 0.5394896719319563, 0.888)
(0.565, 0.5393939393939394, 0.89)
(0.563, 0.5382746051032807, 0.886)
(0.56, 0.5364963503649635, 0.882)
(0.564, 0.5390243902439025, 0.884)
(0.564, 0.5389294403892944, 0.886)
(0.571, 0.543451652386781, 0.888)
(0.569, 0.5420219244823387, 0.89)
(0.565, 0.5396825396825397, 0.884)
(0.56, 0.5365853658536586, 0.88)
(0.565, 0.5397796817625459, 0.882)
(0.567, 0.5408038976857491, 0.888)
(0.563, 0.5381818181818182, 0.888)
(0.563, 0.5385556915544676, 0.88)
(0.566, 0.5403422982885085, 0.884)
(0.562, 0.5378973105134475, 0.88)
(0.565, 0.5398773006134969, 0.88)
(0.565, 0.5397796817625459, 0.882)
(0.569, 0.5423312883435583, 0.884)
(0.566, 0.5404411764705882, 0.882)
(0.567, 0.5411042944785276, 0.882)
(0.564, 0.5393120393120393, 0.878)
(0.564, 0.539119804400978, 0.882)
(0.563, 0.5385556915544676, 0.88)
(0.558, 0.5355392156862745, 0.874)
(0.563, 0.5386503067484663, 0.878)
(0.561, 0.5374233128834356, 0.876)
(0.566, 0.5404411764705882, 0.882)
(0.564, 0.5394088669950738, 0.876)
(0.56, 0.5367647058823529, 0.876)
(0.565, 0.5398773006134969, 0.88)
(0.564, 0.5393120393120393, 0.878)
(0.561, 0.5375153751537516, 0.874)
(0.564, 0.5393120393120393, 0.878)
(0.56, 0.5367647058823529, 0.876)
(0.563, 0.5386503067484663, 0.878)
(0.561, 0.5375153751537516, 0.874)
(0.562, 0.538083538083538, 0.876)
(0.562, 0.5381773399014779, 0.874)
(0.563, 0.5387453874538746, 0.876)
(0.562, 0.5381773399014779, 0.874)
(0.563, 0.5388409371146733, 0.874)
(0.562, 0.538083538083538, 0.876)
(0.559, 0.5362853628536285, 0.872)
(0.563, 0.5388409371146733, 0.874)
(0.558, 0.5358024691358024, 0.868)
(0.561, 0.5375153751537516, 0.874)
(0.561, 0.5375153751537516, 0.874)
(0.559, 0.5361077111383109, 0.876)
(0.565, 0.5400739827373613, 0.876)
(0.558, 0.5355392156862745, 0.874)
(0.563, 0.5389369592088998, 0.872)
(0.563, 0.5390334572490706, 0.87)
(0.56, 0.5370370370370371, 0.87)
(0.559, 0.5362853628536285, 0.872)
(0.559, 0.5363748458692972, 0.87)
