(0.561, 0.5374233128834356, 0.876)
(0.565, 0.5399753997539976, 0.878)
(0.499, 0.4953271028037383, 0.106)
(0.489, 0.44660194174757284, 0.092)
(0.508, 0.5392156862745098, 0.11)
(0.508, 0.513986013986014, 0.294)
(0.502, 0.5033557046979866, 0.3)
(0.523, 0.5595854922279793, 0.216)
(0.526, 0.5363128491620112, 0.384)
(0.512, 0.5143540669856459, 0.43)
